video_id,crawl_time,music_id,music_mid,music_title,music_author,music_owner_id,music_owner_nickname,music_duration,music_shoot_duration,is_original_sound,is_commerce_music,music_status,music_collect_count,music_cover_url_list,music_play_url_list
7622473264698314036,2026-05-06 18:29:05.809709,7622473545662073654,,@二次元大东创作的原声,二次元大东,105103838174,二次元大东,986,,False,,,,,
7622305689017351906,2026-05-06 18:29:15.013238,,,直播间带货榜,,,,,,,,,,,
7619990977893339510,2026-05-06 18:29:19.772370,7619990988999723839,,,是吨吨呀,4095052964698830,是吨吨呀,247,,False,,,,,
7622236469284850970,2026-05-06 18:29:26.031967,7428290724108257299,,机械键盘打字声快速,成都潜在人工智能科技有限公司,7423957617947034683,,8,,False,,,,,
7625943440111941754,2026-05-06 18:29:39.345909,7626009281539722038,,@大韩同学呀（大比同学）创作的原声,大韩同学呀（大比同学）,3380378351974988,大韩同学呀（大比同学）,313,,False,,,,,
7613388807098143194,2026-05-06 18:29:51.389041,7613389003416439558,,@实况测评创作的原声,实况测评,3349577469788644,实况测评,415,,False,,,,,
7628946780247428378,2026-05-06 18:30:00.900383,7628946819369323270,,SPACE！ (DJ超然版),浩子说说漫,2086206199048896,浩子说说漫,277,,False,,,,,
7621066610589142322,2026-05-06 18:30:13.319622,7621067887381334827,,我的世界,安冬鹿神,778906087728190,安冬鹿神,2562,,False,,,,,
7604806816416927022,2026-05-06 18:30:23.959223,,,,,,,,,,,,,,
7598118255686283761,2026-05-06 18:30:34.838470,,,直播间带货榜,,,,,,,,,,,
