video_id,crawl_time,music_id,music_mid,music_title,music_author,music_owner_id,music_owner_nickname,music_duration,music_shoot_duration,is_original_sound,is_commerce_music,music_status,music_collect_count,music_cover_url_list,music_play_url_list
7622473264698314036,2026-05-06 17:44:54.064091,7622473545662073654,,@二次元大东创作的原声,二次元大东,105103838174,二次元大东,986,,False,,,,,
7622305689017351906,2026-05-06 17:45:00.905383,7602269756808232997,,@洋洋不吃羊创作的原声,洋洋不吃羊,749194643767673,洋洋不吃羊,146,,False,,,,,
7619990977893339510,2026-05-06 17:45:12.198596,7619990988999723839,,,是吨吨呀,4095052964698830,是吨吨呀,247,,False,,,,,
7622236469284850970,2026-05-06 17:45:23.628172,7428290724108257299,,机械键盘打字声快速,成都潜在人工智能科技有限公司,64425975218,,8,,False,,,,,
7625943440111941754,2026-05-06 17:45:34.063661,7626009281539722038,,@大韩同学呀（大比同学）创作的原声,大韩同学呀（大比同学）,3380378351974988,大韩同学呀（大比同学）,313,,False,,,,,
7613388807098143194,2026-05-06 17:45:48.955198,7613389003416439558,,@实况测评创作的原声,实况测评,3349577469788644,实况测评,415,,False,,,,,
7628946780247428378,2026-05-06 17:46:00.163423,7628946819369323270,,SPACE！ (DJ超然版),浩子说说漫,2086206199048896,浩子说说漫,277,,False,,,,,
7621066610589142322,2026-05-06 17:46:10.763390,7621067887381334827,,我的世界,安冬鹿神,778906087728190,安冬鹿神,2562,,False,,,,,
7604806816416927022,2026-05-06 17:46:19.555654,7604806790399691530,,@野原漫推创作的原声,野原漫推,3751954275897956,野原漫推,229,,False,,,,,
7598118255686283761,2026-05-06 17:46:37.614724,7120197946495076382,,可爱小孩,如期而至,3364951001409246,,215,,True,,,,,
